Strain	Accession Number	Originating Lab.	Submitting Lab.
A/Netherlands/10000/2019	EPI1342706	national_institute_for_public_health_and_the_environment_(rivm)	national_institute_for_public_health_and_the_environment_(rivm)
A/England/392/2015	EPI711950	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england
A/Kanagawa/AC1928/2019	EPI1669756	national_institute_of_infectious_diseases_(niid)	national_institute_of_infectious_diseases_(niid)
A/SouthKorea/11229/2020	EPI1709666	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Pennsylvania/52/2018	EPI1207661	new_york_state_department_of_health	centers_for_disease_control_and_prevention
A/Iceland/53/2015	EPI697722	landspitali___university_hospital_	crick_worldwide_influenza_centre
A/Chongqing-Yuzhong/SWL11352/2009	EPI257375	?	who_chinese_national_influenza_center
A/Bangladesh/4016/2017	EPI1046940	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	centers_for_disease_control_a
A/Singapore/KK457/2013	EPI491532	ministry_of_health,_singapore	who_collaborating_centre_for_reference_and_research_on_influenza
A/Oman/3208/2017	EPI1082191	central_public_health_laboratory,_ministry_of_health	crick_worldwide_influenza_centre
A/Singapore/KK0942/2016	EPI874209	ministry_of_health,_singapore	ministry_of_health,_singapore
A/Oregon/17/2017	EPI1094037	oregon_public_health_laboratory	centers_for_disease_control_and_prevention
A/Singapore/ON2286/2009	EPI263502	?	other_database_import
A/Bolivia/864/2018	EPI1282657	instituto_nacional_de_laboratoriosde_salud_(inlasa)	centers_for_disease_control_and_prevention
A/Moldova/81749/2018	EPI1354755	national_centre_for_preventive_medicine	crick_worldwide_influenza_centre
A/Ohio/30/2015	EPI674956	ohio_department_of_health_laboratories	centers_for_disease_control_and_prevention
A/Victoria/2044/2009	EPI233046	victorian_infectious_diseases_reference_laboratory_	who_collaborating_centre_for_reference_and_research_on_influenza
A/Lithuania/MB12533/2018	EPI1271978	lithuanian_aids_center_laboratory	crick_worldwide_influenza_centre
A/Newcastle/1/2011	EPI331557	john_hunter_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Managua/536N/2009	EPI190857	?	other_database_import
A/Pensacola/INS108/2009	EPI252596	?	other_database_import
A/England/516/2016	EPI877276	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england
A/PuertoRico/5/2013	EPI465268	puerto_rico_department_of_health	centers_for_disease_control_and_prevention
A/Guangdong/436/2010	EPI385976	?	other_database_import
A/Argentina/13743/2018	EPI1311041	cemic_university_hospital	centers_for_disease_control_and_prevention
A/Thuringen/17/2016	EPI759139	robert_koch_institute	crick_worldwide_influenza_centre
A/Hubei-Zengdou/SWL1323/2018-egg	EPI1340731	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/Dijon/793/2018	EPI1192864	?	institut_pasteur
A/Mexico/1151/2018	EPI1249173	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Ohio/10839/2019	EPI1706717	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Moscow/91/2015	EPI629296	ivanovsky_research_institute_of_virology_rams	centers_for_disease_control_and_prevention
A/Zambia/6-00038/2015	EPI672717	university_teaching_hospital	crick_worldwide_influenza_centre
A/Nevada/10497/2019	EPI1699218	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Oregon/15/2020	EPI1734808	oregon_public_health_laboratory	centers_for_disease_control_and_prevention
A/Darwin/123/2018	EPI1335799	influenza_surveillance_centre_for_disease_control	who_collaborating_centre_for_reference_and_research_on_influenza
A/Ankara/5108/2015	EPI760792	refik_saydam_national_public_health_agency	crick_worldwide_influenza_centre
A/California/VRDL5/2009	EPI237192	?	other_database_import
A/HongKong/5958/2014	EPI537963	government_virus_unit	centers_for_disease_control_and_prevention
A/Bulgaria/648/2020	EPI1734268	national_centre_of_infectious_and_	crick_worldwide_influenza_centre
A/Athens/INS413/2010	EPI277190	?	other_database_import
A/Tanzania/3918/2015	EPI742060	national_influenza_lab	centers_for_disease_control_and_prevention
A/SouthCarolina/32/2009	EPI217143	south_carolina_department_of_health	centers_for_disease_control_and_prevention
A/Kazakhstan/90/2019	EPI1441963	national_reference_laboratory	centers_for_disease_control_and_prevention
A/Lisbon/105/2019	EPI1716375	instituto_nacional_de_saude_(insa)	crick_worldwide_influenza_centre
A/California/99/2016	EPI758367	california_department_of_health_services	centers_for_disease_control_and_prevention
A/XiaMen/SWL1744/2013	EPI585820	?	other_database_import
A/Singapore/TT496/2010	EPI320908	?	other_database_import
A/Paris/923/2019	EPI1367281	?	institut_pasteur
A/Wisconsin/239/2018	EPI1474026	marshfield_clinic_research_foundation	centers_for_disease_control_and_prevention
A/DistrictOfColumbia/17/2019	EPI1433427	dc_public_health_lab	centers_for_disease_control_and_prevention
A/Netherlands/1359/2019	EPI1520170	erasmus_medical_center	erasmus_medical_center
A/Wisconsin/629-D01591/2009	EPI249326	?	other_database_import
A/Netherlands/10134/2019	EPI1377446	national_institute_for_public_health_and_the_environment_(rivm)	national_institute_for_public_health_and_the_environment_(rivm)
A/Helsinki/355/2013	EPI472755	?	other_database_import
A/Shizuoka-C/1/2016	EPI710754	shizuoka_city_institute_of_environmental_sciences_and_public_health_	national_institute_of_infectious_diseases_(niid)
A/Paris/2535/2015	EPI706941	institut_pasteur	crick_worldwide_influenza_centre
A/Zaporizhia/631/2016	EPI815040	institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine	centers_for_disease_control_and_prevention
A/Indonesia/NIHRDMTR003/2011	EPI345957	national_institute_of_health_research_and_development	national_institute_of_health_research_and_development
A/Tennessee/F2041/2011	EPI511755	?	other_database_import
A/Hawaii/14/2010	EPI342422	state_of_hawaii_department_of_health	centers_for_disease_control_and_prevention
A/Illinois/15/2009	EPI231374	illinois_department_of_public_health_chicago	centers_for_disease_control_and_prevention
A/Myanmar/18M170/2018	EPI1333588	national_health_laboratory	national_institute_of_infectious_diseases_(niid)
A/Virginia/10350/2019	EPI1668140	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Oklahoma/17/2017	EPI980212	oklahoma_state_department_of_health	centers_for_disease_control_and_prevention
A/Sweden/146/2019	EPI1655311	public_health_agency_of_sweden	public_health_agency_of_sweden
A/Kentucky/6/2009	EPI194178	?	centers_for_disease_control_and_prevention
A/Arizona/3/2013	EPI486388	arizona_department_of_health_services	centers_for_disease_control_and_prevention
A/Ontario/RV2908/2009	EPI304165	?	other_database_import
A/Netherlands/1539/2016	EPI762106	national_institute_for_public_health_and_the_environment_(rivm)	national_institute_for_public_health_and_the_environment_(rivm)
A/FuZhou/SWL12496/2009	EPI585747	?	other_database_import
A/ElSalvador/585/2018	EPI1320318	contiguo_a_hospital_rosales	centers_for_disease_control_and_prevention
A/Mississippi/1/2014	EPI509411	new_york_state_department_of_health	centers_for_disease_control_and_prevention
A/Brandenburg/18/2019	EPI1437156	robert_koch_institute_nationales_referenzzentrum_für_influenza	crick_worldwide_influenza_centre
A/EspiritoSanto/342/2016	EPI1031834	lacen/es___laboratório_central_de_saúde_pública_do_espírito_santo	instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory
A/Taiwan/1026/2013	EPI501677	center_for_disease_control	national_institute_of_infectious_diseases_(niid)
A/Athens/19/2020	EPI1666953	hellenic_pasteur_institute	hellenic_pasteur_institute
A/Vrancea/190181/2016	EPI717770	cantacuzino_institute	crick_worldwide_influenza_centre
A/Hawaii/41/2015	EPI626227	state_of_hawaii_department_of_health	centers_for_disease_control_and_prevention
A/Virginia/11686/2020	EPI1730523	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/HongKong/12244/2015	EPI631449	government_virus_unit	centers_for_disease_control_and_prevention
A/Darwin/96/2018	EPI1336056	influenza_surveillance_centre_for_disease_control	who_collaborating_centre_for_reference_and_research_on_influenza
A/England/646/2009	EPI403663	microbiology_services_colindale,_public_health_england	other_database_import
A/Houston/15OS/2009	EPI224170	?	other_database_import
A/Honduras/2050/2018	EPI1255712	laboratorio_nacional_de_virologia	centers_for_disease_control_and_prevention
A/Kanagawa/ZC1922/2019	EPI1656033	national_institute_of_infectious_diseases_(niid)	national_institute_of_infectious_diseases_(niid)
A/Hiroshima/110/2019	EPI1667473	center_for_public_health_and_environment,_hiroshima_prefectural_technology_research_institute	national_institute_of_infectious_diseases_(niid)
A/SouthCarolina/11901/2020	EPI1735828	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Kazakhstan/402/2016	EPI768018	csee	centers_for_disease_control_and_prevention
A/Latvia/1-040279/2019	EPI1437312	state_agency,_infectology_center_of_latvia	crick_worldwide_influenza_centre
A/Sydney/34/2019	EPI1435937	clinical_virology_unit,_cdim	who_collaborating_centre_for_reference_and_research_on_influenza
A/Illinois/1/2014	EPI510153	illinois_department_of_public_health_chicago	centers_for_disease_control_and_prevention
A/Vologda/CRIE-223/2016	EPI826966	?	central_research_institute_for_epidemiology
A/Kyrgyzstan/34/2019	EPI1478368	national_virology_laboratory,_center_microbiological_investigations	crick_worldwide_influenza_centre
A/Italy/226/2009	EPI229746	?	other_database_import
A/Guangzhou/GIRD07/2009	EPI247148	?	other_database_import
A/Chile/945/2009	EPI252195	instituto_de_salud_publica_de_chile_	centers_for_disease_control_and_prevention
A/Christchurch/60/2011	EPI357615	canterbury_health_services	who_collaborating_centre_for_reference_and_research_on_influenza
A/Boras/1/2012	EPI407952	swedish_institute_for_infectious_disease_control	national_institute_for_medical_research
